('09/02/1998', 'DATETIME', 'Complaint Date', 'INVALID', 1)
('09/13/2009', 'DATETIME', 'Complaint Date', 'VALID', 1008)
('07/05/2009', 'DATETIME', 'Complaint Date', 'VALID', 1008)
('01/15/2011', 'DATETIME', 'Complaint Date', 'VALID', 1008)
('10/13/2014', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('12/11/2007', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('04/16/2008', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('04/09/2009', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('01/06/2014', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('02/08/2014', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('03/03/2012', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('06/24/2007', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('04/08/2013', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('09/27/2006', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('08/21/2011', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('05/24/2007', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('12/09/2015', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('03/19/2011', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('09/23/2006', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('10/23/2006', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('02/20/2010', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('11/23/2009', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('12/06/2016', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('03/02/2013', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('04/17/2014', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('09/11/2006', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('03/15/2013', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('04/02/2012', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('10/13/2007', 'DATETIME', 'Complaint Date', 'VALID', 1009)
('07/01/2006', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('01/08/2007', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('06/06/2006', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('06/04/2008', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('05/05/2008', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('11/22/2016', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('01/31/2008', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('06/26/2006', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('01/19/2013', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('05/18/2006', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('08/28/2007', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('07/24/2010', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('11/25/2015', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('12/20/2006', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('11/21/2007', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('05/22/2008', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('04/07/2012', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('08/26/2010', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('04/23/2009', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('06/06/2013', 'DATETIME', 'Complaint Date', 'VALID', 1010)
('02/12/2009', 'DATETIME', 'Complaint Date', 'VALID', 1011)
('09/01/2016', 'DATETIME', 'Complaint Date', 'VALID', 1011)
('09/05/2006', 'DATETIME', 'Complaint Date', 'VALID', 1011)
('03/10/2006', 'DATETIME', 'Complaint Date', 'VALID', 1011)
('10/25/2011', 'DATETIME', 'Complaint Date', 'VALID', 1011)
('08/04/2010', 'DATETIME', 'Complaint Date', 'VALID', 1011)
('10/26/2015', 'DATETIME', 'Complaint Date', 'VALID', 1011)
('12/14/2007', 'DATETIME', 'Complaint Date', 'VALID', 1011)
('12/03/2015', 'DATETIME', 'Complaint Date', 'VALID', 1011)
('04/23/2007', 'DATETIME', 'Complaint Date', 'VALID', 1011)
('01/20/2014', 'DATETIME', 'Complaint Date', 'VALID', 1011)
('04/15/2008', 'DATETIME', 'Complaint Date', 'VALID', 1011)
('10/29/2008', 'DATETIME', 'Complaint Date', 'VALID', 1011)
('09/24/2015', 'DATETIME', 'Complaint Date', 'VALID', 1011)
('10/21/2012', 'DATETIME', 'Complaint Date', 'VALID', 1011)
('06/27/2006', 'DATETIME', 'Complaint Date', 'VALID', 1012)
('02/23/2014', 'DATETIME', 'Complaint Date', 'VALID', 1012)
('11/22/2011', 'DATETIME', 'Complaint Date', 'VALID', 1012)
('05/01/2008', 'DATETIME', 'Complaint Date', 'VALID', 1012)
('08/29/2007', 'DATETIME', 'Complaint Date', 'VALID', 1012)
('03/24/2014', 'DATETIME', 'Complaint Date', 'VALID', 1012)
('12/20/2007', 'DATETIME', 'Complaint Date', 'VALID', 1012)
('12/12/2007', 'DATETIME', 'Complaint Date', 'VALID', 1012)
('10/19/2015', 'DATETIME', 'Complaint Date', 'VALID', 1012)
('10/05/2011', 'DATETIME', 'Complaint Date', 'VALID', 1012)
('06/03/2009', 'DATETIME', 'Complaint Date', 'VALID', 1012)
('02/04/2011', 'DATETIME', 'Complaint Date', 'VALID', 1012)
('10/19/2011', 'DATETIME', 'Complaint Date', 'VALID', 1012)
('08/23/2008', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('05/07/2011', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('03/07/2015', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('01/10/2006', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('09/22/2006', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('02/02/2008', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('11/16/2009', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('06/14/2010', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('05/03/2015', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('02/11/2012', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('01/24/2007', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('02/21/2013', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('12/21/2006', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('06/25/2012', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('04/28/2014', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('04/16/2012', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('04/18/2007', 'DATETIME', 'Complaint Date', 'VALID', 1013)
('07/16/2009', 'DATETIME', 'Complaint Date', 'VALID', 1014)
('01/26/2010', 'DATETIME', 'Complaint Date', 'VALID', 1014)
('08/24/2008', 'DATETIME', 'Complaint Date', 'VALID', 1014)
('07/03/2008', 'DATETIME', 'Complaint Date', 'VALID', 1014)
('03/28/2009', 'DATETIME', 'Complaint Date', 'VALID', 1014)
('08/11/2008', 'DATETIME', 'Complaint Date', 'VALID', 1014)
('03/09/2007', 'DATETIME', 'Complaint Date', 'VALID', 1014)
('09/09/2013', 'DATETIME', 'Complaint Date', 'VALID', 1014)
('11/27/2011', 'DATETIME', 'Complaint Date', 'VALID', 1014)
('11/05/2009', 'DATETIME', 'Complaint Date', 'VALID', 1014)
('03/28/2016', 'DATETIME', 'Complaint Date', 'VALID', 1014)
('06/18/2008', 'DATETIME', 'Complaint Date', 'VALID', 1014)
('11/15/2006', 'DATETIME', 'Complaint Date', 'VALID', 1014)
('11/26/2011', 'DATETIME', 'Complaint Date', 'VALID', 1014)
('03/04/2016', 'DATETIME', 'Complaint Date', 'VALID', 1015)
('02/27/2013', 'DATETIME', 'Complaint Date', 'VALID', 1015)
('09/22/2007', 'DATETIME', 'Complaint Date', 'VALID', 1015)
('09/10/2007', 'DATETIME', 'Complaint Date', 'VALID', 1015)
('10/25/2010', 'DATETIME', 'Complaint Date', 'VALID', 1015)
('03/24/2011', 'DATETIME', 'Complaint Date', 'VALID', 1015)
('09/13/2016', 'DATETIME', 'Complaint Date', 'VALID', 1015)
('04/02/2009', 'DATETIME', 'Complaint Date', 'VALID', 1015)
('06/30/2008', 'DATETIME', 'Complaint Date', 'VALID', 1015)
('10/22/2012', 'DATETIME', 'Complaint Date', 'VALID', 1015)
('12/19/2014', 'DATETIME', 'Complaint Date', 'VALID', 1016)
('05/25/2014', 'DATETIME', 'Complaint Date', 'VALID', 1016)
('05/21/2007', 'DATETIME', 'Complaint Date', 'VALID', 1016)
('02/12/2016', 'DATETIME', 'Complaint Date', 'VALID', 1016)
('04/07/2015', 'DATETIME', 'Complaint Date', 'VALID', 1016)
('05/08/2008', 'DATETIME', 'Complaint Date', 'VALID', 1016)
('08/29/2010', 'DATETIME', 'Complaint Date', 'VALID', 1016)
('09/27/2008', 'DATETIME', 'Complaint Date', 'VALID', 1016)
('03/13/2015', 'DATETIME', 'Complaint Date', 'VALID', 1016)
('12/18/2014', 'DATETIME', 'Complaint Date', 'VALID', 1016)
('03/22/2016', 'DATETIME', 'Complaint Date', 'VALID', 1016)
('09/10/2009', 'DATETIME', 'Complaint Date', 'VALID', 1016)
('02/07/2012', 'DATETIME', 'Complaint Date', 'VALID', 1016)
('11/14/2011', 'DATETIME', 'Complaint Date', 'VALID', 1016)
('08/10/2008', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('03/22/2013', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('09/01/2008', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('05/29/2008', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('01/06/2011', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('05/30/2009', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('11/02/2007', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('11/11/2006', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('10/12/2015', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('11/03/2006', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('03/14/2009', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('08/02/2010', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('09/24/2006', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('05/09/2007', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('03/03/2016', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('04/20/2013', 'DATETIME', 'Complaint Date', 'VALID', 1017)
('10/27/2015', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('07/25/2009', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('04/11/2011', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('09/04/2009', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('01/07/2012', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('01/15/2013', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('09/27/2015', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('05/07/2007', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('05/16/2007', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('08/24/2010', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('05/18/2013', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('07/10/2011', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('06/07/2007', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('09/06/2012', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('09/30/2012', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('11/06/2009', 'DATETIME', 'Complaint Date', 'VALID', 1018)
('03/30/2015', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('11/18/2011', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('05/29/2016', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('12/04/2009', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('10/15/2012', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('11/21/2012', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('08/30/2007', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('06/11/2009', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('11/12/2016', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('09/23/2011', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('06/29/2010', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('01/22/2008', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('12/11/2010', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('02/04/2012', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('04/15/2012', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('08/12/2006', 'DATETIME', 'Complaint Date', 'VALID', 1019)
('04/24/2007', 'DATETIME', 'Complaint Date', 'VALID', 1020)
('11/02/2009', 'DATETIME', 'Complaint Date', 'VALID', 1020)
('03/09/2011', 'DATETIME', 'Complaint Date', 'VALID', 1020)
('11/11/2016', 'DATETIME', 'Complaint Date', 'VALID', 1020)
('01/14/2010', 'DATETIME', 'Complaint Date', 'VALID', 1020)
('04/29/2012', 'DATETIME', 'Complaint Date', 'VALID', 1020)
('06/08/2016', 'DATETIME', 'Complaint Date', 'VALID', 1020)
('01/19/2007', 'DATETIME', 'Complaint Date', 'VALID', 1020)
('08/16/2007', 'DATETIME', 'Complaint Date', 'VALID', 1020)
('03/13/2007', 'DATETIME', 'Complaint Date', 'VALID', 1020)
('04/12/2008', 'DATETIME', 'Complaint Date', 'VALID', 1020)
('03/21/2015', 'DATETIME', 'Complaint Date', 'VALID', 1020)
('02/20/2014', 'DATETIME', 'Complaint Date', 'VALID', 1020)
('08/30/2010', 'DATETIME', 'Complaint Date', 'VALID', 1021)
('07/10/2008', 'DATETIME', 'Complaint Date', 'VALID', 1021)
('05/10/2008', 'DATETIME', 'Complaint Date', 'VALID', 1021)
('07/17/2009', 'DATETIME', 'Complaint Date', 'VALID', 1021)
('09/29/2011', 'DATETIME', 'Complaint Date', 'VALID', 1021)
('01/06/2006', 'DATETIME', 'Complaint Date', 'VALID', 1021)
('03/05/2009', 'DATETIME', 'Complaint Date', 'VALID', 1021)
('04/07/2010', 'DATETIME', 'Complaint Date', 'VALID', 1021)
('02/26/2011', 'DATETIME', 'Complaint Date', 'VALID', 1021)
('08/17/2011', 'DATETIME', 'Complaint Date', 'VALID', 1021)
('04/28/2009', 'DATETIME', 'Complaint Date', 'VALID', 1021)
('08/26/2011', 'DATETIME', 'Complaint Date', 'VALID', 1021)
('08/17/2006', 'DATETIME', 'Complaint Date', 'VALID', 1021)
('09/11/2012', 'DATETIME', 'Complaint Date', 'VALID', 1021)
('08/24/2006', 'DATETIME', 'Complaint Date', 'VALID', 1022)
('10/17/2009', 'DATETIME', 'Complaint Date', 'VALID', 1022)
('11/25/2013', 'DATETIME', 'Complaint Date', 'VALID', 1022)
('08/28/2006', 'DATETIME', 'Complaint Date', 'VALID', 1022)
('11/03/2015', 'DATETIME', 'Complaint Date', 'VALID', 1022)
('05/21/2008', 'DATETIME', 'Complaint Date', 'VALID', 1022)
('06/13/2013', 'DATETIME', 'Complaint Date', 'VALID', 1022)
('07/02/2008', 'DATETIME', 'Complaint Date', 'VALID', 1022)
('06/26/2012', 'DATETIME', 'Complaint Date', 'VALID', 1022)
('09/26/2007', 'DATETIME', 'Complaint Date', 'VALID', 1022)
('05/27/2009', 'DATETIME', 'Complaint Date', 'VALID', 1022)
('03/07/2016', 'DATETIME', 'Complaint Date', 'VALID', 1022)
('07/12/2016', 'DATETIME', 'Complaint Date', 'VALID', 1023)
('01/13/2006', 'DATETIME', 'Complaint Date', 'VALID', 1023)
('07/11/2016', 'DATETIME', 'Complaint Date', 'VALID', 1023)
('01/12/2016', 'DATETIME', 'Complaint Date', 'VALID', 1023)
('06/18/2013', 'DATETIME', 'Complaint Date', 'VALID', 1023)
('03/11/2010', 'DATETIME', 'Complaint Date', 'VALID', 1023)
('09/25/2011', 'DATETIME', 'Complaint Date', 'VALID', 1023)
('09/13/2015', 'DATETIME', 'Complaint Date', 'VALID', 1023)
('03/31/2009', 'DATETIME', 'Complaint Date', 'VALID', 1023)
('05/25/2015', 'DATETIME', 'Complaint Date', 'VALID', 1023)
('03/19/2014', 'DATETIME', 'Complaint Date', 'VALID', 1023)
('10/25/2015', 'DATETIME', 'Complaint Date', 'VALID', 1023)
('06/19/2008', 'DATETIME', 'Complaint Date', 'VALID', 1023)
('10/27/2008', 'DATETIME', 'Complaint Date', 'VALID', 1023)
('05/23/2011', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('06/02/2012', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('04/09/2011', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('03/14/2008', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('01/17/2008', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('01/05/2012', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('07/25/2011', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('11/10/2016', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('12/26/2015', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('08/21/2008', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('10/08/2011', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('04/12/2016', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('10/26/2006', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('07/02/2012', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('07/30/2012', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('02/23/2013', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('11/12/2011', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('10/24/2007', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('10/25/2012', 'DATETIME', 'Complaint Date', 'VALID', 1024)
('07/14/2008', 'DATETIME', 'Complaint Date', 'VALID', 1025)
('07/16/2008', 'DATETIME', 'Complaint Date', 'VALID', 1025)
('10/11/2014', 'DATETIME', 'Complaint Date', 'VALID', 1025)
('10/21/2006', 'DATETIME', 'Complaint Date', 'VALID', 1025)
('04/13/2007', 'DATETIME', 'Complaint Date', 'VALID', 1025)
('03/02/2011', 'DATETIME', 'Complaint Date', 'VALID', 1025)
('08/03/2011', 'DATETIME', 'Complaint Date', 'VALID', 1025)
('04/04/2008', 'DATETIME', 'Complaint Date', 'VALID', 1025)
('02/28/2012', 'DATETIME', 'Complaint Date', 'VALID', 1025)
('02/26/2009', 'DATETIME', 'Complaint Date', 'VALID', 1025)
('12/03/2010', 'DATETIME', 'Complaint Date', 'VALID', 1025)
('01/04/2008', 'DATETIME', 'Complaint Date', 'VALID', 1025)
('01/05/2013', 'DATETIME', 'Complaint Date', 'VALID', 1025)
('12/01/2015', 'DATETIME', 'Complaint Date', 'VALID', 1025)
('02/25/2014', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('06/16/2013', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('03/02/2012', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('05/09/2006', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('11/25/2014', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('05/25/2013', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('10/02/2007', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('04/08/2009', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('07/04/2016', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('10/27/2012', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('05/12/2010', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('12/05/2016', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('03/25/2014', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('08/25/2007', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('04/18/2008', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('06/18/2007', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('12/10/2016', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('11/30/2014', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('11/06/2006', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('09/26/2008', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('03/14/2007', 'DATETIME', 'Complaint Date', 'VALID', 1026)
('08/22/2009', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('05/02/2016', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('03/01/2012', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('05/28/2011', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('07/10/2007', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('12/01/2009', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('09/30/2006', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('01/04/2007', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('11/11/2011', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('08/03/2006', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('01/18/2012', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('12/11/2013', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('11/21/2011', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('12/31/2011', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('09/30/2008', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('03/25/2009', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('04/05/2011', 'DATETIME', 'Complaint Date', 'VALID', 1027)
('07/20/2012', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('03/22/2007', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('09/06/2009', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('09/09/2012', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('01/05/2008', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('05/13/2010', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('03/20/2008', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('07/14/2007', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('11/27/2015', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('02/22/2012', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('02/19/2008', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('04/23/2008', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('09/14/2008', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('03/26/2013', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('08/30/2009', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('04/03/2012', 'DATETIME', 'Complaint Date', 'VALID', 1028)
('05/13/2013', 'DATETIME', 'Complaint Date', 'VALID', 1029)
('03/26/2014', 'DATETIME', 'Complaint Date', 'VALID', 1029)
('08/29/2009', 'DATETIME', 'Complaint Date', 'VALID', 1029)
('08/04/2013', 'DATETIME', 'Complaint Date', 'VALID', 1029)
('01/12/2008', 'DATETIME', 'Complaint Date', 'VALID', 1029)
('10/21/2008', 'DATETIME', 'Complaint Date', 'VALID', 1029)
('06/24/2010', 'DATETIME', 'Complaint Date', 'VALID', 1029)
('01/10/2012', 'DATETIME', 'Complaint Date', 'VALID', 1029)
('07/04/2011', 'DATETIME', 'Complaint Date', 'VALID', 1029)
('11/12/2008', 'DATETIME', 'Complaint Date', 'VALID', 1029)
('10/09/2012', 'DATETIME', 'Complaint Date', 'VALID', 1029)
('08/18/2009', 'DATETIME', 'Complaint Date', 'VALID', 1029)
('06/12/2010', 'DATETIME', 'Complaint Date', 'VALID', 1029)
('11/24/2015', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('09/24/2011', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('05/24/2010', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('03/28/2007', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('02/16/2011', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('10/25/2008', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('07/10/2009', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('04/07/2006', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('04/12/2013', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('04/10/2014', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('11/21/2015', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('05/08/2016', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('10/24/2012', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('03/18/2009', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('09/10/2012', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('01/29/2013', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('08/15/2010', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('12/21/2011', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('09/03/2009', 'DATETIME', 'Complaint Date', 'VALID', 1030)
('01/03/2007', 'DATETIME', 'Complaint Date', 'VALID', 1031)
('12/10/2011', 'DATETIME', 'Complaint Date', 'VALID', 1031)
('11/02/2015', 'DATETIME', 'Complaint Date', 'VALID', 1031)
('12/18/2007', 'DATETIME', 'Complaint Date', 'VALID', 1031)
('02/06/2008', 'DATETIME', 'Complaint Date', 'VALID', 1031)
('12/10/2013', 'DATETIME', 'Complaint Date', 'VALID', 1031)
('06/03/2013', 'DATETIME', 'Complaint Date', 'VALID', 1031)
('03/27/2014', 'DATETIME', 'Complaint Date', 'VALID', 1031)
('10/14/2009', 'DATETIME', 'Complaint Date', 'VALID', 1031)
('10/11/2012', 'DATETIME', 'Complaint Date', 'VALID', 1031)
('10/08/2008', 'DATETIME', 'Complaint Date', 'VALID', 1031)
('05/03/2011', 'DATETIME', 'Complaint Date', 'VALID', 1031)
('07/28/2007', 'DATETIME', 'Complaint Date', 'VALID', 1031)
('09/22/2008', 'DATETIME', 'Complaint Date', 'VALID', 1031)
('03/22/2011', 'DATETIME', 'Complaint Date', 'VALID', 1031)
('07/09/2011', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('01/19/2011', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('02/05/2016', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('04/06/2012', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('12/09/2016', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('03/26/2010', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('05/05/2012', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('09/26/2016', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('09/17/2012', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('12/23/2016', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('05/15/2008', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('03/30/2007', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('08/05/2008', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('11/19/2009', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('03/16/2015', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('04/10/2010', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('11/11/2009', 'DATETIME', 'Complaint Date', 'VALID', 1032)
('04/22/2009', 'DATETIME', 'Complaint Date', 'VALID', 1033)
('12/21/2012', 'DATETIME', 'Complaint Date', 'VALID', 1033)
('12/23/2013', 'DATETIME', 'Complaint Date', 'VALID', 1033)
('11/12/2013', 'DATETIME', 'Complaint Date', 'VALID', 1033)
