('05/26/1993', 'DATETIME', 'Complaint Date', 'VALID', 1)
('12/26/2006', 'DATETIME', 'Complaint Date', 'VALID', 1255)
('09/28/2009', 'DATETIME', 'Complaint Date', 'VALID', 1255)
('02/23/2011', 'DATETIME', 'Complaint Date', 'VALID', 1255)
('05/15/2011', 'DATETIME', 'Complaint Date', 'VALID', 1255)
('11/28/2015', 'DATETIME', 'Complaint Date', 'VALID', 1255)
('03/26/2011', 'DATETIME', 'Complaint Date', 'VALID', 1256)
('03/02/2008', 'DATETIME', 'Complaint Date', 'VALID', 1256)
('06/07/2015', 'DATETIME', 'Complaint Date', 'VALID', 1256)
('09/12/2010', 'DATETIME', 'Complaint Date', 'VALID', 1256)
('12/07/2016', 'DATETIME', 'Complaint Date', 'VALID', 1256)
('06/29/2015', 'DATETIME', 'Complaint Date', 'VALID', 1256)
('04/11/2009', 'DATETIME', 'Complaint Date', 'VALID', 1256)
('01/14/2016', 'DATETIME', 'Complaint Date', 'VALID', 1256)
('04/12/2016', 'DATETIME', 'Complaint Date', 'VALID', 1257)
('08/27/2012', 'DATETIME', 'Complaint Date', 'VALID', 1257)
('04/08/2015', 'DATETIME', 'Complaint Date', 'VALID', 1258)
('04/20/2008', 'DATETIME', 'Complaint Date', 'VALID', 1258)
('01/08/2014', 'DATETIME', 'Complaint Date', 'VALID', 1258)
('11/16/2015', 'DATETIME', 'Complaint Date', 'VALID', 1258)
('03/21/2015', 'DATETIME', 'Complaint Date', 'VALID', 1259)
('10/26/2016', 'DATETIME', 'Complaint Date', 'VALID', 1259)
('05/24/2015', 'DATETIME', 'Complaint Date', 'VALID', 1260)
('03/16/2013', 'DATETIME', 'Complaint Date', 'VALID', 1260)
('12/06/2012', 'DATETIME', 'Complaint Date', 'VALID', 1260)
('07/10/2016', 'DATETIME', 'Complaint Date', 'VALID', 1260)
('09/12/2011', 'DATETIME', 'Complaint Date', 'VALID', 1261)
('03/06/2014', 'DATETIME', 'Complaint Date', 'VALID', 1261)
('05/19/2008', 'DATETIME', 'Complaint Date', 'VALID', 1261)
('10/08/2007', 'DATETIME', 'Complaint Date', 'VALID', 1262)
('03/23/2011', 'DATETIME', 'Complaint Date', 'VALID', 1262)
('11/27/2011', 'DATETIME', 'Complaint Date', 'VALID', 1263)
('04/23/2015', 'DATETIME', 'Complaint Date', 'VALID', 1263)
('07/04/2016', 'DATETIME', 'Complaint Date', 'VALID', 1263)
('05/03/2016', 'DATETIME', 'Complaint Date', 'VALID', 1263)
('11/10/2015', 'DATETIME', 'Complaint Date', 'VALID', 1263)
('12/11/2014', 'DATETIME', 'Complaint Date', 'VALID', 1263)
('04/27/2016', 'DATETIME', 'Complaint Date', 'VALID', 1263)
('11/03/2014', 'DATETIME', 'Complaint Date', 'VALID', 1264)
('02/24/2011', 'DATETIME', 'Complaint Date', 'VALID', 1264)
('12/16/2015', 'DATETIME', 'Complaint Date', 'VALID', 1264)
('04/04/2007', 'DATETIME', 'Complaint Date', 'VALID', 1264)
('04/06/2013', 'DATETIME', 'Complaint Date', 'VALID', 1264)
('10/13/2008', 'DATETIME', 'Complaint Date', 'VALID', 1265)
('05/13/2007', 'DATETIME', 'Complaint Date', 'VALID', 1265)
('05/13/2013', 'DATETIME', 'Complaint Date', 'VALID', 1265)
('04/06/2008', 'DATETIME', 'Complaint Date', 'VALID', 1265)
('01/20/2015', 'DATETIME', 'Complaint Date', 'VALID', 1265)
('02/21/2013', 'DATETIME', 'Complaint Date', 'VALID', 1265)
('09/18/2012', 'DATETIME', 'Complaint Date', 'VALID', 1266)
('05/16/2010', 'DATETIME', 'Complaint Date', 'VALID', 1266)
('12/17/2007', 'DATETIME', 'Complaint Date', 'VALID', 1266)
('11/25/2016', 'DATETIME', 'Complaint Date', 'VALID', 1266)
('04/26/2015', 'DATETIME', 'Complaint Date', 'VALID', 1266)
('04/08/2013', 'DATETIME', 'Complaint Date', 'VALID', 1266)
('12/16/2010', 'DATETIME', 'Complaint Date', 'VALID', 1266)
('07/17/2016', 'DATETIME', 'Complaint Date', 'VALID', 1266)
('06/05/2016', 'DATETIME', 'Complaint Date', 'VALID', 1267)
('01/22/2015', 'DATETIME', 'Complaint Date', 'VALID', 1267)
('11/15/2015', 'DATETIME', 'Complaint Date', 'VALID', 1267)
('04/15/2014', 'DATETIME', 'Complaint Date', 'VALID', 1267)
('11/11/2015', 'DATETIME', 'Complaint Date', 'VALID', 1267)
('12/15/2010', 'DATETIME', 'Complaint Date', 'VALID', 1268)
('01/21/2016', 'DATETIME', 'Complaint Date', 'VALID', 1268)
('02/25/2008', 'DATETIME', 'Complaint Date', 'VALID', 1269)
('03/26/2013', 'DATETIME', 'Complaint Date', 'VALID', 1269)
('10/11/2009', 'DATETIME', 'Complaint Date', 'VALID', 1269)
('11/03/2015', 'DATETIME', 'Complaint Date', 'VALID', 1269)
('03/19/2014', 'DATETIME', 'Complaint Date', 'VALID', 1270)
('12/02/2016', 'DATETIME', 'Complaint Date', 'VALID', 1270)
('04/21/2008', 'DATETIME', 'Complaint Date', 'VALID', 1270)
('05/18/2008', 'DATETIME', 'Complaint Date', 'VALID', 1270)
('12/14/2009', 'DATETIME', 'Complaint Date', 'VALID', 1270)
('04/23/2013', 'DATETIME', 'Complaint Date', 'VALID', 1271)
('08/19/2013', 'DATETIME', 'Complaint Date', 'VALID', 1271)
('12/23/2007', 'DATETIME', 'Complaint Date', 'VALID', 1271)
('03/08/2013', 'DATETIME', 'Complaint Date', 'VALID', 1271)
('02/20/2013', 'DATETIME', 'Complaint Date', 'VALID', 1272)
('01/30/2014', 'DATETIME', 'Complaint Date', 'VALID', 1272)
('06/03/2007', 'DATETIME', 'Complaint Date', 'VALID', 1272)
('09/27/2009', 'DATETIME', 'Complaint Date', 'VALID', 1272)
('12/07/2010', 'DATETIME', 'Complaint Date', 'VALID', 1272)
('10/15/2011', 'DATETIME', 'Complaint Date', 'VALID', 1273)
('11/08/2009', 'DATETIME', 'Complaint Date', 'VALID', 1273)
('02/18/2006', 'DATETIME', 'Complaint Date', 'VALID', 1273)
('09/14/2015', 'DATETIME', 'Complaint Date', 'VALID', 1273)
('02/25/2014', 'DATETIME', 'Complaint Date', 'VALID', 1273)
('11/27/2013', 'DATETIME', 'Complaint Date', 'VALID', 1273)
('02/18/2009', 'DATETIME', 'Complaint Date', 'VALID', 1274)
('01/28/2007', 'DATETIME', 'Complaint Date', 'VALID', 1274)
('02/05/2011', 'DATETIME', 'Complaint Date', 'VALID', 1274)
('03/24/2016', 'DATETIME', 'Complaint Date', 'VALID', 1274)
('04/30/2016', 'DATETIME', 'Complaint Date', 'VALID', 1274)
('05/03/2015', 'DATETIME', 'Complaint Date', 'VALID', 1275)
('02/13/2010', 'DATETIME', 'Complaint Date', 'VALID', 1275)
('04/19/2016', 'DATETIME', 'Complaint Date', 'VALID', 1275)
('06/29/2014', 'DATETIME', 'Complaint Date', 'VALID', 1275)
('12/13/2007', 'DATETIME', 'Complaint Date', 'VALID', 1275)
('03/11/2015', 'DATETIME', 'Complaint Date', 'VALID', 1275)
('08/29/2006', 'DATETIME', 'Complaint Date', 'VALID', 1275)
('04/28/2016', 'DATETIME', 'Complaint Date', 'VALID', 1275)
('01/14/2013', 'DATETIME', 'Complaint Date', 'VALID', 1275)
('02/19/2009', 'DATETIME', 'Complaint Date', 'VALID', 1275)
('01/17/2015', 'DATETIME', 'Complaint Date', 'VALID', 1275)
('02/02/2014', 'DATETIME', 'Complaint Date', 'VALID', 1275)
('04/02/2016', 'DATETIME', 'Complaint Date', 'VALID', 1276)
('03/30/2013', 'DATETIME', 'Complaint Date', 'VALID', 1276)
('12/13/2012', 'DATETIME', 'Complaint Date', 'VALID', 1276)
('02/21/2012', 'DATETIME', 'Complaint Date', 'VALID', 1276)
('02/12/2014', 'DATETIME', 'Complaint Date', 'VALID', 1276)
('02/15/2014', 'DATETIME', 'Complaint Date', 'VALID', 1276)
('10/08/2016', 'DATETIME', 'Complaint Date', 'VALID', 1277)
('01/03/2013', 'DATETIME', 'Complaint Date', 'VALID', 1277)
('02/25/2006', 'DATETIME', 'Complaint Date', 'VALID', 1277)
('06/08/2013', 'DATETIME', 'Complaint Date', 'VALID', 1277)
('11/23/2016', 'DATETIME', 'Complaint Date', 'VALID', 1277)
('05/11/2014', 'DATETIME', 'Complaint Date', 'VALID', 1277)
('11/19/2007', 'DATETIME', 'Complaint Date', 'VALID', 1277)
('12/28/2011', 'DATETIME', 'Complaint Date', 'VALID', 1277)
('05/12/2008', 'DATETIME', 'Complaint Date', 'VALID', 1277)
('08/31/2015', 'DATETIME', 'Complaint Date', 'VALID', 1277)
('02/27/2016', 'DATETIME', 'Complaint Date', 'VALID', 1278)
('02/23/2012', 'DATETIME', 'Complaint Date', 'VALID', 1278)
('11/12/2006', 'DATETIME', 'Complaint Date', 'VALID', 1278)
('01/29/2016', 'DATETIME', 'Complaint Date', 'VALID', 1278)
('11/19/2015', 'DATETIME', 'Complaint Date', 'VALID', 1278)
('02/26/2007', 'DATETIME', 'Complaint Date', 'VALID', 1278)
('01/29/2013', 'DATETIME', 'Complaint Date', 'VALID', 1278)
('03/14/2015', 'DATETIME', 'Complaint Date', 'VALID', 1279)
('05/16/2011', 'DATETIME', 'Complaint Date', 'VALID', 1279)
('12/23/2009', 'DATETIME', 'Complaint Date', 'VALID', 1279)
('09/29/2016', 'DATETIME', 'Complaint Date', 'VALID', 1279)
('01/06/2016', 'DATETIME', 'Complaint Date', 'VALID', 1279)
('12/11/2008', 'DATETIME', 'Complaint Date', 'VALID', 1279)
('12/08/2010', 'DATETIME', 'Complaint Date', 'VALID', 1279)
('10/09/2011', 'DATETIME', 'Complaint Date', 'VALID', 1279)
('02/17/2007', 'DATETIME', 'Complaint Date', 'VALID', 1279)
('01/06/2008', 'DATETIME', 'Complaint Date', 'VALID', 1280)
('04/13/2014', 'DATETIME', 'Complaint Date', 'VALID', 1280)
('12/30/2006', 'DATETIME', 'Complaint Date', 'VALID', 1280)
('05/29/2016', 'DATETIME', 'Complaint Date', 'VALID', 1280)
('05/10/2009', 'DATETIME', 'Complaint Date', 'VALID', 1280)
('09/20/2009', 'DATETIME', 'Complaint Date', 'VALID', 1280)
('04/09/2016', 'DATETIME', 'Complaint Date', 'VALID', 1280)
('05/05/2013', 'DATETIME', 'Complaint Date', 'VALID', 1280)
('03/12/2015', 'DATETIME', 'Complaint Date', 'VALID', 1280)
('01/28/2016', 'DATETIME', 'Complaint Date', 'VALID', 1280)
('06/04/2009', 'DATETIME', 'Complaint Date', 'VALID', 1280)
('03/09/2009', 'DATETIME', 'Complaint Date', 'VALID', 1281)
('08/08/2011', 'DATETIME', 'Complaint Date', 'VALID', 1281)
('10/05/2016', 'DATETIME', 'Complaint Date', 'VALID', 1281)
('03/26/2014', 'DATETIME', 'Complaint Date', 'VALID', 1281)
('11/09/2008', 'DATETIME', 'Complaint Date', 'VALID', 1281)
('12/11/2012', 'DATETIME', 'Complaint Date', 'VALID', 1281)
('01/28/2010', 'DATETIME', 'Complaint Date', 'VALID', 1281)
('03/05/2007', 'DATETIME', 'Complaint Date', 'VALID', 1282)
('04/14/2016', 'DATETIME', 'Complaint Date', 'VALID', 1282)
('04/30/2006', 'DATETIME', 'Complaint Date', 'VALID', 1282)
('04/12/2011', 'DATETIME', 'Complaint Date', 'VALID', 1282)
('01/03/2012', 'DATETIME', 'Complaint Date', 'VALID', 1282)
('03/19/2012', 'DATETIME', 'Complaint Date', 'VALID', 1282)
('05/14/2012', 'DATETIME', 'Complaint Date', 'VALID', 1282)
('06/23/2014', 'DATETIME', 'Complaint Date', 'VALID', 1283)
('03/15/2010', 'DATETIME', 'Complaint Date', 'VALID', 1283)
('07/30/2016', 'DATETIME', 'Complaint Date', 'VALID', 1283)
('08/04/2013', 'DATETIME', 'Complaint Date', 'VALID', 1283)
('03/04/2016', 'DATETIME', 'Complaint Date', 'VALID', 1283)
('03/18/2015', 'DATETIME', 'Complaint Date', 'VALID', 1283)
('12/31/2011', 'DATETIME', 'Complaint Date', 'VALID', 1283)
('08/21/2016', 'DATETIME', 'Complaint Date', 'VALID', 1283)
('10/19/2014', 'DATETIME', 'Complaint Date', 'VALID', 1284)
('03/27/2013', 'DATETIME', 'Complaint Date', 'VALID', 1284)
('11/22/2010', 'DATETIME', 'Complaint Date', 'VALID', 1284)
('11/12/2013', 'DATETIME', 'Complaint Date', 'VALID', 1284)
('01/14/2012', 'DATETIME', 'Complaint Date', 'VALID', 1284)
('09/10/2012', 'DATETIME', 'Complaint Date', 'VALID', 1284)
('11/11/2007', 'DATETIME', 'Complaint Date', 'VALID', 1284)
('11/19/2013', 'DATETIME', 'Complaint Date', 'VALID', 1284)
('02/11/2006', 'DATETIME', 'Complaint Date', 'VALID', 1285)
('02/03/2007', 'DATETIME', 'Complaint Date', 'VALID', 1285)
('01/25/2014', 'DATETIME', 'Complaint Date', 'VALID', 1285)
('03/25/2014', 'DATETIME', 'Complaint Date', 'VALID', 1285)
('09/18/2016', 'DATETIME', 'Complaint Date', 'VALID', 1285)
('04/23/2011', 'DATETIME', 'Complaint Date', 'VALID', 1285)
('11/29/2008', 'DATETIME', 'Complaint Date', 'VALID', 1285)
('09/17/2011', 'DATETIME', 'Complaint Date', 'VALID', 1285)
('02/27/2006', 'DATETIME', 'Complaint Date', 'VALID', 1286)
('08/31/2014', 'DATETIME', 'Complaint Date', 'VALID', 1286)
('05/25/2008', 'DATETIME', 'Complaint Date', 'VALID', 1286)
('05/25/2014', 'DATETIME', 'Complaint Date', 'VALID', 1286)
('02/27/2013', 'DATETIME', 'Complaint Date', 'VALID', 1286)
('04/04/2011', 'DATETIME', 'Complaint Date', 'VALID', 1286)
('05/17/2015', 'DATETIME', 'Complaint Date', 'VALID', 1286)
('06/06/2011', 'DATETIME', 'Complaint Date', 'VALID', 1286)
('08/11/2015', 'DATETIME', 'Complaint Date', 'VALID', 1286)
('11/27/2015', 'DATETIME', 'Complaint Date', 'VALID', 1286)
('05/07/2012', 'DATETIME', 'Complaint Date', 'VALID', 1286)
('03/03/2016', 'DATETIME', 'Complaint Date', 'VALID', 1286)
('06/05/2011', 'DATETIME', 'Complaint Date', 'VALID', 1286)
('01/06/2009', 'DATETIME', 'Complaint Date', 'VALID', 1286)
('01/31/2009', 'DATETIME', 'Complaint Date', 'VALID', 1286)
('09/04/2016', 'DATETIME', 'Complaint Date', 'VALID', 1287)
('10/03/2010', 'DATETIME', 'Complaint Date', 'VALID', 1287)
('04/05/2010', 'DATETIME', 'Complaint Date', 'VALID', 1287)
('12/19/2014', 'DATETIME', 'Complaint Date', 'VALID', 1287)
('09/21/2014', 'DATETIME', 'Complaint Date', 'VALID', 1287)
('12/20/2008', 'DATETIME', 'Complaint Date', 'VALID', 1287)
('04/28/2015', 'DATETIME', 'Complaint Date', 'VALID', 1287)
('12/06/2011', 'DATETIME', 'Complaint Date', 'VALID', 1287)
('03/29/2013', 'DATETIME', 'Complaint Date', 'VALID', 1287)
('06/21/2009', 'DATETIME', 'Complaint Date', 'VALID', 1287)
('05/07/2016', 'DATETIME', 'Complaint Date', 'VALID', 1288)
('05/26/2014', 'DATETIME', 'Complaint Date', 'VALID', 1288)
('04/02/2006', 'DATETIME', 'Complaint Date', 'VALID', 1288)
('05/02/2011', 'DATETIME', 'Complaint Date', 'VALID', 1288)
('10/17/2010', 'DATETIME', 'Complaint Date', 'VALID', 1288)
('11/15/2014', 'DATETIME', 'Complaint Date', 'VALID', 1288)
('11/18/2015', 'DATETIME', 'Complaint Date', 'VALID', 1289)
('08/21/2007', 'DATETIME', 'Complaint Date', 'VALID', 1289)
('08/07/2011', 'DATETIME', 'Complaint Date', 'VALID', 1289)
('03/05/2013', 'DATETIME', 'Complaint Date', 'VALID', 1289)
('02/19/2011', 'DATETIME', 'Complaint Date', 'VALID', 1290)
('12/07/2009', 'DATETIME', 'Complaint Date', 'VALID', 1290)
('05/04/2016', 'DATETIME', 'Complaint Date', 'VALID', 1290)
('12/11/2013', 'DATETIME', 'Complaint Date', 'VALID', 1290)
('11/28/2014', 'DATETIME', 'Complaint Date', 'VALID', 1290)
('02/14/2013', 'DATETIME', 'Complaint Date', 'VALID', 1291)
('11/29/2010', 'DATETIME', 'Complaint Date', 'VALID', 1291)
('10/22/2014', 'DATETIME', 'Complaint Date', 'VALID', 1291)
('09/06/2010', 'DATETIME', 'Complaint Date', 'VALID', 1291)
('09/29/2015', 'DATETIME', 'Complaint Date', 'VALID', 1291)
('03/27/2014', 'DATETIME', 'Complaint Date', 'VALID', 1292)
('03/02/2013', 'DATETIME', 'Complaint Date', 'VALID', 1292)
('07/14/2015', 'DATETIME', 'Complaint Date', 'VALID', 1292)
('05/21/2006', 'DATETIME', 'Complaint Date', 'VALID', 1292)
('10/28/2007', 'DATETIME', 'Complaint Date', 'VALID', 1292)
('02/04/2008', 'DATETIME', 'Complaint Date', 'VALID', 1292)
('02/08/2014', 'DATETIME', 'Complaint Date', 'VALID', 1292)
('03/24/2008', 'DATETIME', 'Complaint Date', 'VALID', 1292)
('05/18/2014', 'DATETIME', 'Complaint Date', 'VALID', 1292)
('06/24/2013', 'DATETIME', 'Complaint Date', 'VALID', 1293)
('05/28/2013', 'DATETIME', 'Complaint Date', 'VALID', 1293)
('11/05/2016', 'DATETIME', 'Complaint Date', 'VALID', 1293)
('09/16/2013', 'DATETIME', 'Complaint Date', 'VALID', 1293)
('07/16/2006', 'DATETIME', 'Complaint Date', 'VALID', 1294)
('12/03/2016', 'DATETIME', 'Complaint Date', 'VALID', 1294)
('11/09/2012', 'DATETIME', 'Complaint Date', 'VALID', 1294)
('04/23/2012', 'DATETIME', 'Complaint Date', 'VALID', 1294)
('11/08/2011', 'DATETIME', 'Complaint Date', 'VALID', 1294)
('11/17/2008', 'DATETIME', 'Complaint Date', 'VALID', 1294)
('04/03/2013', 'DATETIME', 'Complaint Date', 'VALID', 1294)
('12/22/2009', 'DATETIME', 'Complaint Date', 'VALID', 1294)
('10/24/2015', 'DATETIME', 'Complaint Date', 'VALID', 1294)
('01/14/2006', 'DATETIME', 'Complaint Date', 'VALID', 1294)
('07/11/2010', 'DATETIME', 'Complaint Date', 'VALID', 1294)
('11/10/2012', 'DATETIME', 'Complaint Date', 'VALID', 1295)
('12/18/2013', 'DATETIME', 'Complaint Date', 'VALID', 1295)
('05/03/2010', 'DATETIME', 'Complaint Date', 'VALID', 1295)
('05/27/2007', 'DATETIME', 'Complaint Date', 'VALID', 1295)
('09/28/2015', 'DATETIME', 'Complaint Date', 'VALID', 1295)
('08/21/2011', 'DATETIME', 'Complaint Date', 'VALID', 1295)
('08/29/2016', 'DATETIME', 'Complaint Date', 'VALID', 1295)
('02/23/2013', 'DATETIME', 'Complaint Date', 'VALID', 1296)
('01/31/2006', 'DATETIME', 'Complaint Date', 'VALID', 1296)
('03/19/2016', 'DATETIME', 'Complaint Date', 'VALID', 1296)
('03/14/2013', 'DATETIME', 'Complaint Date', 'VALID', 1296)
('11/14/2012', 'DATETIME', 'Complaint Date', 'VALID', 1296)
('04/18/2011', 'DATETIME', 'Complaint Date', 'VALID', 1296)
('02/07/2013', 'DATETIME', 'Complaint Date', 'VALID', 1296)
('12/07/2011', 'DATETIME', 'Complaint Date', 'VALID', 1296)
('12/10/2013', 'DATETIME', 'Complaint Date', 'VALID', 1296)
('12/26/2008', 'DATETIME', 'Complaint Date', 'VALID', 1297)
('09/10/2015', 'DATETIME', 'Complaint Date', 'VALID', 1297)
('11/26/2007', 'DATETIME', 'Complaint Date', 'VALID', 1297)
('09/21/2015', 'DATETIME', 'Complaint Date', 'VALID', 1297)
('02/26/2008', 'DATETIME', 'Complaint Date', 'VALID', 1297)
('01/11/2011', 'DATETIME', 'Complaint Date', 'VALID', 1297)
('09/17/2016', 'DATETIME', 'Complaint Date', 'VALID', 1298)
('04/16/2007', 'DATETIME', 'Complaint Date', 'VALID', 1298)
('11/16/2011', 'DATETIME', 'Complaint Date', 'VALID', 1298)
('06/16/2013', 'DATETIME', 'Complaint Date', 'VALID', 1298)
('01/07/2009', 'DATETIME', 'Complaint Date', 'VALID', 1299)
('01/09/2010', 'DATETIME', 'Complaint Date', 'VALID', 1299)
('06/08/2014', 'DATETIME', 'Complaint Date', 'VALID', 1299)
('05/25/2009', 'DATETIME', 'Complaint Date', 'VALID', 1299)
('09/05/2011', 'DATETIME', 'Complaint Date', 'VALID', 1299)
('05/25/2013', 'DATETIME', 'Complaint Date', 'VALID', 1299)
('12/22/2015', 'DATETIME', 'Complaint Date', 'VALID', 1299)
('06/15/2008', 'DATETIME', 'Complaint Date', 'VALID', 1299)
('07/13/2016', 'DATETIME', 'Complaint Date', 'VALID', 1300)
('03/17/2016', 'DATETIME', 'Complaint Date', 'VALID', 1300)
('02/06/2012', 'DATETIME', 'Complaint Date', 'VALID', 1300)
('09/06/2016', 'DATETIME', 'Complaint Date', 'VALID', 1300)
('03/30/2016', 'DATETIME', 'Complaint Date', 'VALID', 1300)
('03/15/2009', 'DATETIME', 'Complaint Date', 'VALID', 1300)
('11/17/2016', 'DATETIME', 'Complaint Date', 'VALID', 1300)
('05/17/2011', 'DATETIME', 'Complaint Date', 'VALID', 1300)
('06/12/2016', 'DATETIME', 'Complaint Date', 'VALID', 1300)
('09/02/2007', 'DATETIME', 'Complaint Date', 'VALID', 1301)
('01/04/2011', 'DATETIME', 'Complaint Date', 'VALID', 1301)
('11/29/2013', 'DATETIME', 'Complaint Date', 'VALID', 1301)
('03/23/2016', 'DATETIME', 'Complaint Date', 'VALID', 1301)
('06/19/2016', 'DATETIME', 'Complaint Date', 'VALID', 1301)
('03/21/2010', 'DATETIME', 'Complaint Date', 'VALID', 1301)
('03/16/2009', 'DATETIME', 'Complaint Date', 'VALID', 1301)
('04/29/2016', 'DATETIME', 'Complaint Date', 'VALID', 1301)
('02/14/2006', 'DATETIME', 'Complaint Date', 'VALID', 1301)
('11/23/2012', 'DATETIME', 'Complaint Date', 'VALID', 1302)
('02/26/2016', 'DATETIME', 'Complaint Date', 'VALID', 1302)
('09/05/2016', 'DATETIME', 'Complaint Date', 'VALID', 1302)
('03/27/2012', 'DATETIME', 'Complaint Date', 'VALID', 1302)
('05/04/2014', 'DATETIME', 'Complaint Date', 'VALID', 1302)
('07/23/2007', 'DATETIME', 'Complaint Date', 'VALID', 1302)
('11/24/2014', 'DATETIME', 'Complaint Date', 'VALID', 1302)
('10/30/2016', 'DATETIME', 'Complaint Date', 'VALID', 1302)
('04/11/2016', 'DATETIME', 'Complaint Date', 'VALID', 1303)
('08/02/2016', 'DATETIME', 'Complaint Date', 'VALID', 1303)
('01/07/2007', 'DATETIME', 'Complaint Date', 'VALID', 1303)
('11/30/2010', 'DATETIME', 'Complaint Date', 'VALID', 1303)
('02/12/2007', 'DATETIME', 'Complaint Date', 'VALID', 1303)
('04/16/2014', 'DATETIME', 'Complaint Date', 'VALID', 1303)
('07/18/2010', 'DATETIME', 'Complaint Date', 'VALID', 1303)
('03/04/2009', 'DATETIME', 'Complaint Date', 'VALID', 1303)
('09/22/2013', 'DATETIME', 'Complaint Date', 'VALID', 1303)
('11/30/2013', 'DATETIME', 'Complaint Date', 'VALID', 1303)
('03/16/2016', 'DATETIME', 'Complaint Date', 'VALID', 1303)
('04/29/2008', 'DATETIME', 'Complaint Date', 'VALID', 1303)
('03/09/2015', 'DATETIME', 'Complaint Date', 'VALID', 1303)
('03/25/2007', 'DATETIME', 'Complaint Date', 'VALID', 1303)
('03/15/2015', 'DATETIME', 'Complaint Date', 'VALID', 1303)
('01/22/2007', 'DATETIME', 'Complaint Date', 'VALID', 1304)
('04/22/2006', 'DATETIME', 'Complaint Date', 'VALID', 1304)
('02/22/2007', 'DATETIME', 'Complaint Date', 'VALID', 1304)
('06/07/2013', 'DATETIME', 'Complaint Date', 'VALID', 1304)
('10/04/2011', 'DATETIME', 'Complaint Date', 'VALID', 1304)
('08/25/2013', 'DATETIME', 'Complaint Date', 'VALID', 1304)
('01/17/2009', 'DATETIME', 'Complaint Date', 'VALID', 1304)
('02/24/2006', 'DATETIME', 'Complaint Date', 'VALID', 1304)
('11/03/2008', 'DATETIME', 'Complaint Date', 'VALID', 1304)
('07/09/2016', 'DATETIME', 'Complaint Date', 'VALID', 1304)
('11/17/2013', 'DATETIME', 'Complaint Date', 'VALID', 1304)
('01/16/2015', 'DATETIME', 'Complaint Date', 'VALID', 1305)
('04/24/2014', 'DATETIME', 'Complaint Date', 'VALID', 1305)
('06/09/2014', 'DATETIME', 'Complaint Date', 'VALID', 1305)
('08/11/2016', 'DATETIME', 'Complaint Date', 'VALID', 1305)
('03/10/2011', 'DATETIME', 'Complaint Date', 'VALID', 1305)
('09/08/2015', 'DATETIME', 'Complaint Date', 'VALID', 1305)
('11/04/2010', 'DATETIME', 'Complaint Date', 'VALID', 1305)
('10/12/2016', 'DATETIME', 'Complaint Date', 'VALID', 1305)
('08/09/2010', 'DATETIME', 'Complaint Date', 'VALID', 1305)
('02/14/2009', 'DATETIME', 'Complaint Date', 'VALID', 1306)
('04/03/2007', 'DATETIME', 'Complaint Date', 'VALID', 1306)
('01/12/2009', 'DATETIME', 'Complaint Date', 'VALID', 1306)
('10/22/2012', 'DATETIME', 'Complaint Date', 'VALID', 1306)
('12/10/2006', 'DATETIME', 'Complaint Date', 'VALID', 1306)
('03/10/2015', 'DATETIME', 'Complaint Date', 'VALID', 1306)
('12/12/2011', 'DATETIME', 'Complaint Date', 'VALID', 1306)
('05/11/2015', 'DATETIME', 'Complaint Date', 'VALID', 1306)
('08/30/2009', 'DATETIME', 'Complaint Date', 'VALID', 1306)
('06/18/2013', 'DATETIME', 'Complaint Date', 'VALID', 1306)
('12/02/2013', 'DATETIME', 'Complaint Date', 'VALID', 1306)
('10/12/2014', 'DATETIME', 'Complaint Date', 'VALID', 1307)
('04/10/2015', 'DATETIME', 'Complaint Date', 'VALID', 1307)
('12/23/2008', 'DATETIME', 'Complaint Date', 'VALID', 1307)
('07/23/2012', 'DATETIME', 'Complaint Date', 'VALID', 1307)
('06/07/2016', 'DATETIME', 'Complaint Date', 'VALID', 1308)
('10/05/2014', 'DATETIME', 'Complaint Date', 'VALID', 1308)
('11/07/2006', 'DATETIME', 'Complaint Date', 'VALID', 1308)
('03/20/2013', 'DATETIME', 'Complaint Date', 'VALID', 1308)
('12/22/2010', 'DATETIME', 'Complaint Date', 'VALID', 1308)
('06/11/2013', 'DATETIME', 'Complaint Date', 'VALID', 1308)
('01/24/2014', 'DATETIME', 'Complaint Date', 'VALID', 1308)
('06/13/2013', 'DATETIME', 'Complaint Date', 'VALID', 1308)
('03/26/2009', 'DATETIME', 'Complaint Date', 'VALID', 1308)
('12/04/2012', 'DATETIME', 'Complaint Date', 'VALID', 1309)
('04/13/2008', 'DATETIME', 'Complaint Date', 'VALID', 1309)
('03/11/2014', 'DATETIME', 'Complaint Date', 'VALID', 1309)
('04/29/2007', 'DATETIME', 'Complaint Date', 'VALID', 1309)
('09/27/2010', 'DATETIME', 'Complaint Date', 'VALID', 1309)
('10/29/2007', 'DATETIME', 'Complaint Date', 'VALID', 1309)
('09/24/2016', 'DATETIME', 'Complaint Date', 'VALID', 1309)
('03/06/2012', 'DATETIME', 'Complaint Date', 'VALID', 1309)
('07/04/2008', 'DATETIME', 'Complaint Date', 'VALID', 1310)
('05/06/2007', 'DATETIME', 'Complaint Date', 'VALID', 1310)
('10/17/2016', 'DATETIME', 'Complaint Date', 'VALID', 1310)
('08/26/2013', 'DATETIME', 'Complaint Date', 'VALID', 1310)
('06/12/2011', 'DATETIME', 'Complaint Date', 'VALID', 1310)
('11/10/2013', 'DATETIME', 'Complaint Date', 'VALID', 1310)
